,0,1,2,3,4,5
280,1.405,0.09,0.09,-3.51e-09,-0.00053286,0.0005430459999999999
281,1.41,0.09,0.09,-3.15e-09,-0.000534024,0.000544322
282,1.415,0.09,0.09,-2.99e-09,-0.000535166,0.000545577
283,1.42,0.09,0.09,-2.67e-09,-0.000536286,0.000546811
284,1.425,0.09,0.09,-2.61e-09,-0.000537384,0.000548023
285,1.43,0.09,0.09,-2.58e-09,-0.000538462,0.000549214
286,1.435,0.09,0.09,-2.59e-09,-0.000539517,0.000550384
287,1.44,0.09,0.09,-2.4e-09,-0.000540551,0.000551532
288,1.445,0.09,0.09,-2.45e-09,-0.000541564,0.00055266
289,1.45,0.09,0.09,-1.83e-09,-0.000542557,0.0005537669999999999
290,1.455,0.09,0.09,-7.02e-10,-0.000543531,0.000554854
291,1.46,0.09,0.09,-7.15e-10,-0.000544485,0.0005559219999999999
292,1.465,0.09,0.09,-8.34e-10,-0.000545419,0.000556971
293,1.47,0.09,0.09,-1.08e-09,-0.000546334,0.000558001
294,1.475,0.09,0.09,-1.09e-09,-0.000547229,0.000559011
295,1.48,0.09,0.09,-1.25e-09,-0.000548106,0.000560002
296,1.485,0.09,0.09,-1.55e-09,-0.000548963,0.000560974
297,1.49,0.09,0.09,-1.86e-09,-0.000549801,0.000561926
298,1.495,0.09,0.09,-2.12e-09,-0.000550618,0.000562859
299,1.5,0.09,0.09,-2.46e-09,-0.000551416,0.000563771
300,1.505,0.09,0.09,-3.08e-09,-0.000552192,0.0005646609999999999
301,1.51,0.09,0.09,-3.44e-09,-0.000552945,0.000565529
302,1.515,0.09,0.09,-3.76e-09,-0.000553677,0.000566375
303,1.52,0.09,0.09,-4.08e-09,-0.000554386,0.000567198
304,1.525,0.09,0.09,-4.36e-09,-0.000555071,0.000567997
305,1.53,0.09,0.09,-4.56e-09,-0.000555734,0.0005687730000000001
306,1.535,0.09,0.09,-4.83e-09,-0.000556373,0.000569526
307,1.54,0.09,0.09,-5.12e-09,-0.000556989,0.000570254
308,1.545,0.09,0.09,-5.38e-09,-0.000557581,0.000570959
309,1.55,0.09,0.09,-4.74e-09,-0.00055815,0.00057164
310,1.555,0.09,0.09,-4.27e-09,-0.000558698,0.000572299
311,1.56,0.09,0.09,-5.23e-09,-0.000559222,0.000572934
312,1.565,0.09,0.09,-6.57e-09,-0.000559721,0.000573546
313,1.57,0.09,0.09,-7.1e-09,-0.000560195,0.000574131
314,1.575,0.09,0.09,-7.02e-09,-0.000560645,0.000574691
315,1.58,0.09,0.09,-7.17e-09,-0.00056107,0.000575226
316,1.585,0.09,0.09,-7.68e-09,-0.000561471,0.000575736
317,1.59,0.09,0.09,-7.41e-09,-0.00056185,0.0005762230000000001
318,1.595,0.09,0.09,-7.41e-09,-0.000562205,0.000576686
319,1.6,0.09,0.09,-7.61e-09,-0.000562537,0.000577125
320,1.605,0.09,0.09,-7.61e-09,-0.000562845,0.000577541
321,1.61,0.09,0.09,-7.65e-09,-0.00056313,0.000577932
322,1.615,0.09,0.09,-7.56e-09,-0.000563392,0.000578299
323,1.62,0.09,0.09,-7.57e-09,-0.000563631,0.000578643
324,1.625,0.09,0.09,-7.56e-09,-0.000563847,0.000578963
325,1.63,0.09,0.09,-7.78e-09,-0.000564041,0.00057926
326,1.635,0.09,0.09,-7.81e-09,-0.000564212,0.000579534
327,1.64,0.09,0.09,-6.84e-09,-0.000564364,0.000579787
328,1.645,0.09,0.09,-7.05e-09,-0.000564494,0.0005800180000000001
329,1.65,0.09,0.09,-7.06e-09,-0.000564603,0.000580227
330,1.655,0.09,0.09,-6.94e-09,-0.00056469,0.000580414
331,1.66,0.09,0.09,-7.12e-09,-0.000564755,0.000580578
332,1.665,0.09,0.09,-6.57e-09,-0.000564799,0.000580719
333,1.67,0.09,0.09,-7.4e-09,-0.00056482,0.000580837
334,1.675,0.09,0.09,-7.51e-09,-0.000564816,0.000580929
335,1.68,0.09,0.09,-7.95e-09,-0.000564787,0.000580996
336,1.685,0.09,0.09,-7.95e-09,-0.000564734,0.0005810359999999999
337,1.69,0.09,0.09,-7.64e-09,-0.000564656,0.000581052
338,1.695,0.09,0.09,-7.1e-09,-0.000564557,0.0005810430000000001
339,1.7,0.09,0.09,-7.02e-09,-0.000564433,0.000581011
340,1.705,0.09,0.09,-6.81e-09,-0.000564286,0.000580953
341,1.71,0.09,0.09,-6.6e-09,-0.000564116,0.000580872
342,1.715,0.09,0.09,-6.58e-09,-0.000563921,0.000580764
343,1.72,0.09,0.09,-6.38e-09,-0.000563702,0.000580631
344,1.725,0.09,0.09,-6.18e-09,-0.000563458,0.000580472
345,1.73,0.09,0.09,-7.84e-09,-0.000563188,0.000580287
346,1.735,0.09,0.09,-7.66e-09,-0.000562894,0.000580076
347,1.74,0.09,0.09,-7.21e-09,-0.000562575,0.0005798380000000001
348,1.745,0.09,0.09,-5.21e-09,-0.000562234,0.000579574
349,1.75,0.09,0.09,-3.99e-09,-0.00056187,0.0005792880000000001
350,1.755,0.09,0.09,-3.4e-09,-0.000561483,0.0005789769999999999
351,1.76,0.09,0.09,-2.84e-09,-0.000561074,0.000578644
352,1.765,0.09,0.09,-2.71e-09,-0.000560641,0.000578285
353,1.77,0.09,0.09,-2.7e-09,-0.000560183,0.000577901
354,1.775,0.09,0.09,-1.88e-09,-0.000559703,0.00057749
355,1.78,0.09,0.09,-1.01e-09,-0.000559199,0.000577055
356,1.785,0.09,0.09,-3.96e-10,-0.000558671,0.000576596
357,1.79,0.09,0.09,-7.49e-10,-0.00055812,0.000576111
358,1.795,0.09,0.09,-9.91e-10,-0.000557543,0.0005756
359,1.8,0.09,0.09,-3.59e-10,-0.000556942,0.000575062
360,1.805,0.09,0.09,2.85e-10,-0.000556316,0.000574498
361,1.81,0.09,0.09,8.61e-10,-0.000555665,0.000573907
362,1.815,0.09,0.09,1.45e-09,-0.000554989,0.000573288
363,1.82,0.09,0.09,2e-09,-0.000554288,0.0005726430000000001
364,1.825,0.09,0.09,2.1e-09,-0.00055356,0.000571971
365,1.83,0.09,0.09,2.38e-09,-0.000552806,0.00057127
366,1.835,0.09,0.09,2.8e-09,-0.000552026,0.00057054
367,1.84,0.09,0.09,1.26e-08,-0.000551223,0.0005697769999999999
368,1.845,0.09,0.09,1.32e-08,-0.000550388,0.00056899
369,1.85,0.09,0.09,1.37e-08,-0.000549527,0.0005681740000000001
370,1.855,0.09,0.09,1.4e-08,-0.000548638,0.0005673280000000001
371,1.86,0.09,0.09,1.4e-08,-0.000547722,0.000566454
372,1.865,0.09,0.09,1.5e-08,-0.000546784,0.000565555
373,1.87,0.09,0.09,1.49e-08,-0.000545823,0.000564632
374,1.875,0.09,0.09,1.4e-08,-0.000544833,0.000563679
375,1.88,0.09,0.09,1.39e-08,-0.000543815,0.000562694
376,1.885,0.09,0.09,1.39e-08,-0.000542767,0.000561677
377,1.89,0.09,0.09,1.38e-08,-0.00054169,0.00056063
378,1.895,0.09,0.09,1.38e-08,-0.000540587,0.000559554
379,1.9,0.09,0.09,1.38e-08,-0.000539456,0.000558447
380,1.905,0.09,0.09,1.37e-08,-0.000538297,0.000557311
381,1.91,0.09,0.09,1.36e-08,-0.000537111,0.000556146
382,1.915,0.09,0.09,1.35e-08,-0.000535898,0.000554951
383,1.92,0.09,0.09,1.33e-08,-0.000534658,0.000553727
384,1.925,0.09,0.09,3.78e-08,-0.000533402,0.00055246
385,1.93,0.09,0.09,3.7e-08,-0.000532106,0.000551176
386,1.935,0.09,0.09,3.67e-08,-0.000530781,0.00054986
387,1.94,0.09,0.09,3.62e-08,-0.000529428,0.000548513
388,1.945,0.09,0.09,3.6e-08,-0.000528046,0.000547135
389,1.95,0.09,0.09,3.66e-08,-0.000526637,0.000545726
390,1.955,0.09,0.09,3.59e-08,-0.0005252,0.000544287
391,1.96,0.09,0.09,3.51e-08,-0.000523733,0.000542818
392,1.965,0.09,0.09,3.43e-08,-0.00052224,0.000541318
